Data,Talhao,Cultura,Umidade_Solo_Pct,Precipitacao_mm,Temperatura_C,Fertilizante_kg_ha,Produtividade_kg_ha
2024-02-05,Talhão 06,Trigo,22.35,7.32,19.9,96.38,2356.05
2024-02-05,Talhão 01,Trigo,20.68,0.0,16.18,97.47,2053.9
2024-02-05,Talhão 07,Trigo,14.86,2.53,13.97,139.11,2475.45
2024-02-05,Talhão 05,Trigo,20.66,0.0,25.14,145.24,3058.6
2024-02-05,Talhão 07,Soja,16.67,0.0,20.33,155.96,3072.86
2024-02-05,Talhão 02,Milho,19.46,0.0,36.36,200.42,7117.1
2024-02-05,Talhão 06,Soja,15.67,0.0,28.31,127.26,2441.03
2024-02-05,Talhão 05,Trigo,27.89,0.0,13.51,103.78,1560.04
2024-02-05,Talhão 04,Milho,16.97,12.3,26.69,178.22,7359.51
2024-02-06,Talhão 02,Milho,20.92,0.0,19.96,189.4,6777.92
2024-02-06,Talhão 06,Milho,26.86,0.0,27.1,188.73,6292.63
2024-02-06,Talhão 06,Soja,19.78,0.0,29.77,102.49,2037.7
2024-02-06,Talhão 06,Soja,21.66,0.0,25.24,190.49,3907.9
2024-02-06,Talhão 07,Milho,20.21,0.0,28.81,208.52,8719.69
2024-02-06,Talhão 07,Trigo,15.2,2.84,19.58,147.85,3538.06
2024-02-06,Talhão 04,Trigo,22.09,0.0,22.81,129.27,2901.32
2024-02-06,Talhão 10,Algodão,23.02,0.0,23.75,189.39,2096.75
2024-02-06,Talhão 06,Soja,12.72,0.0,22.21,219.92,3397.76
2024-02-06,Talhão 07,Soja,21.21,0.0,21.34,148.31,2865.39
2024-02-07,Talhão 10,Milho,10.42,0.0,34.22,183.92,5549.57
2024-02-07,Talhão 01,Soja,15.68,0.0,27.21,183.67,3692.64
2024-02-07,Talhão 08,Algodão,16.97,1.55,20.88,197.58,1959.1
2024-02-07,Talhão 10,Trigo,28.31,21.97,27.1,91.63,1488.8
2024-02-07,Talhão 08,Soja,11.87,0.0,28.73,122.38,2071.27
2024-02-07,Talhão 10,Algodão,25.17,0.0,29.46,197.99,1989.25
2024-02-07,Talhão 08,Milho,26.55,0.0,28.32,196.66,6710.68
2024-02-07,Talhão 05,Milho,24.29,0.0,40.11,227.34,7236.9
2024-02-07,Talhão 08,Algodão,19.19,0.0,34.97,168.12,1753.82
2024-02-07,Talhão 03,Algodão,33.77,9.41,24.58,162.92,1328.0
2024-02-08,Talhão 09,Milho,21.59,7.82,21.12,192.93,6966.86
2024-02-08,Talhão 07,Algodão,11.25,0.0,30.67,173.5,1903.92
2024-02-08,Talhão 01,Trigo,22.46,0.0,20.72,149.13,3460.66
2024-02-08,Talhão 09,Algodão,25.06,11.95,33.03,173.59,1773.83
2024-02-08,Talhão 01,Algodão,26.22,3.2,35.44,169.28,1529.2
2024-02-08,Talhão 06,Milho,22.27,0.0,23.29,214.75,8381.08
2024-02-08,Talhão 07,Trigo,19.63,0.0,8.04,133.91,2462.32
2024-02-08,Talhão 02,Soja,22.27,0.0,24.7,167.81,3615.83
2024-02-08,Talhão 09,Soja,21.19,1.98,34.1,154.87,2841.57
2024-02-08,Talhão 10,Soja,15.69,0.0,22.61,157.53,3280.74
2024-02-09,Talhão 05,Trigo,13.17,0.0,23.42,121.39,2047.16
2024-02-09,Talhão 05,Algodão,16.41,5.63,28.17,185.29,2276.5
2024-02-09,Talhão 08,Algodão,18.83,0.0,26.63,169.79,1956.63
2024-02-09,Talhão 07,Trigo,29.39,15.38,17.21,128.49,2247.59
2024-02-09,Talhão 09,Soja,19.21,1.09,24.86,157.76,3360.31
2024-02-09,Talhão 09,Soja,13.56,0.0,26.71,134.06,2213.55
2024-02-09,Talhão 03,Milho,20.6,0.0,36.53,237.43,8418.75
2024-02-09,Talhão 10,Algodão,22.08,0.71,24.07,215.31,2256.74
2024-02-09,Talhão 03,Trigo,15.62,0.0,20.57,101.9,2495.96
2024-02-09,Talhão 10,Soja,27.69,0.0,29.09,163.11,2402.2
2024-02-10,Talhão 04,Soja,14.97,0.0,24.33,121.11,2182.3
2024-02-10,Talhão 01,Soja,19.19,0.0,28.11,165.16,3450.41
2024-02-10,Talhão 06,Trigo,32.51,3.96,19.87,127.01,2394.65
2024-02-10,Talhão 04,Soja,24.21,2.6,10.9,189.31,2953.68
2024-02-10,Talhão 02,Trigo,14.61,0.51,22.94,100.54,1578.77
2024-02-10,Talhão 10,Soja,30.31,18.23,22.1,159.99,2619.37
2024-02-10,Talhão 08,Milho,7.56,0.0,29.65,192.13,6463.57
2024-02-10,Talhão 06,Algodão,21.42,0.0,21.41,186.08,1955.75
2024-02-10,Talhão 08,Algodão,16.25,0.0,40.71,167.88,1784.45
2024-02-10,Talhão 04,Milho,20.92,0.0,30.69,189.01,7686.41
2024-02-11,Talhão 10,Soja,13.43,0.0,26.98,140.54,2300.3
2024-02-11,Talhão 01,Algodão,19.21,0.0,33.69,209.75,2383.18
2024-02-11,Talhão 05,Milho,20.82,0.0,28.68,193.37,8045.63
2024-02-11,Talhão 04,Trigo,11.7,0.0,20.5,92.98,1586.07
2024-02-11,Talhão 04,Trigo,40.0,30.54,16.66,97.09,1554.92
2024-02-11,Talhão 10,Milho,15.74,0.0,26.85,171.99,7142.89
2024-02-11,Talhão 06,Soja,29.31,13.8,29.61,191.13,2848.19
2024-02-11,Talhão 05,Algodão,15.41,0.0,32.78,182.24,2278.13
2024-02-11,Talhão 06,Milho,13.71,0.0,24.45,202.11,6231.57
2024-02-11,Talhão 07,Algodão,15.5,0.0,25.92,188.97,2276.96
2024-02-12,Talhão 09,Algodão,21.83,0.0,32.68,209.79,2374.85
2024-02-12,Talhão 02,Milho,18.79,0.0,33.08,179.72,6871.31
2024-02-12,Talhão 01,Soja,16.05,0.0,23.32,130.08,2747.06
2024-02-12,Talhão 05,Milho,20.88,0.0,27.34,194.01,8131.35
2024-02-12,Talhão 01,Algodão,16.18,0.0,29.77,209.28,2645.91
2024-02-12,Talhão 09,Milho,37.41,17.23,29.4,198.94,6696.42
2024-02-12,Talhão 03,Milho,27.15,0.0,26.81,184.0,6100.16
2024-02-12,Talhão 09,Trigo,28.98,18.83,13.31,127.21,2060.3
2024-02-12,Talhão 02,Milho,20.04,0.0,29.46,184.98,7622.38
2024-02-12,Talhão 08,Algodão,27.29,0.0,25.57,177.39,1541.44
2024-02-13,Talhão 02,Milho,25.26,0.0,26.05,202.08,6545.14
2024-02-13,Talhão 09,Milho,33.75,0.0,34.03,222.53,6730.34
2024-02-13,Talhão 03,Soja,15.41,0.0,28.34,125.37,2626.49
2024-02-13,Talhão 06,Soja,16.55,0.0,22.56,179.38,3604.1
2024-02-13,Talhão 10,Soja,21.28,0.0,32.95,182.81,3214.64
2024-02-13,Talhão 08,Trigo,16.08,0.0,14.55,137.01,2832.94
2024-02-13,Talhão 01,Milho,32.98,10.77,23.46,186.84,5861.46
2024-02-13,Talhão 06,Soja,19.74,0.0,25.49,126.49,2582.38
2024-02-13,Talhão 05,Milho,13.89,0.65,32.49,212.28,6622.04
2024-02-13,Talhão 07,Algodão,27.17,0.0,25.25,186.99,1498.31
2024-02-14,Talhão 08,Milho,36.77,21.9,21.82,213.41,6330.5
2024-02-14,Talhão 08,Soja,21.58,0.0,26.68,135.85,2813.65
2024-02-14,Talhão 04,Trigo,25.7,19.52,25.81,118.05,1897.35
2024-02-14,Talhão 01,Algodão,23.5,8.35,29.8,201.64,2323.52
2024-02-14,Talhão 03,Milho,23.15,0.0,34.67,207.74,7759.33
2024-02-14,Talhão 03,Algodão,21.65,0.0,34.83,182.9,2021.7
2024-02-14,Talhão 03,Algodão,22.04,0.0,25.81,201.09,2271.49
2024-02-14,Talhão 02,Algodão,26.76,0.0,37.58,173.98,1150.18
2024-02-14,Talhão 06,Soja,19.69,0.0,28.51,168.76,3312.13
2024-02-14,Talhão 08,Algodão,23.26,0.0,31.01,183.56,2203.53
2024-02-15,Talhão 06,Milho,24.45,5.34,36.04,173.58,6414.37
2024-02-15,Talhão 02,Trigo,13.66,0.0,19.1,131.79,2442.74
2024-02-15,Talhão 08,Milho,18.44,0.0,22.48,207.73,7834.0
2024-02-15,Talhão 10,Algodão,25.56,0.0,21.3,178.52,1396.81
2024-02-15,Talhão 01,Trigo,23.18,0.0,13.06,120.83,2684.33
2024-02-15,Talhão 08,Trigo,18.15,1.34,26.06,107.94,2149.4
2024-02-15,Talhão 01,Algodão,34.52,14.96,38.13,172.92,1329.55
2024-02-15,Talhão 05,Algodão,16.8,3.65,38.18,208.69,2158.86
2024-02-15,Talhão 07,Trigo,13.64,0.0,19.52,144.64,2420.28
2024-02-15,Talhão 05,Milho,13.91,0.0,30.72,171.7,5390.66
2024-02-16,Talhão 04,Soja,27.5,0.0,29.26,180.24,2802.71
2024-02-16,Talhão 08,Algodão,27.7,5.04,29.2,160.07,1638.31
2024-02-16,Talhão 02,Soja,14.54,0.0,22.3,153.48,2374.03
2024-02-16,Talhão 09,Trigo,17.5,0.0,14.08,118.95,2617.23
2024-02-16,Talhão 06,Algodão,22.31,1.32,25.99,165.72,2032.18
2024-02-16,Talhão 08,Soja,20.37,0.0,33.65,144.73,2653.87
2024-02-16,Talhão 07,Trigo,14.16,0.0,27.38,94.17,1527.3
2024-02-16,Talhão 03,Trigo,23.36,9.26,7.13,151.22,2823.77
2024-02-16,Talhão 09,Milho,17.43,0.0,34.09,202.32,7466.97
2024-02-16,Talhão 05,Milho,11.66,0.0,28.68,229.88,7762.84
2024-02-17,Talhão 10,Milho,17.34,0.0,27.26,207.71,8531.25
2024-02-17,Talhão 01,Trigo,19.86,0.0,24.15,101.27,2100.27
2024-02-17,Talhão 10,Algodão,24.45,0.0,29.65,167.86,2083.15
2024-02-17,Talhão 02,Milho,20.33,14.67,37.7,223.43,7617.94
2024-02-17,Talhão 05,Milho,14.45,0.0,25.0,215.36,6905.04
2024-02-17,Talhão 10,Trigo,20.01,0.0,16.75,78.32,1880.95
2024-02-17,Talhão 06,Algodão,18.49,0.0,22.23,168.6,1773.6
2024-02-17,Talhão 09,Trigo,17.27,0.0,15.93,111.0,2504.73
2024-02-17,Talhão 07,Algodão,23.03,0.0,24.22,184.04,2010.73
2024-02-17,Talhão 08,Milho,17.53,5.64,20.83,195.06,7054.2
2024-02-18,Talhão 03,Algodão,13.84,0.0,25.02,182.4,1565.6
2024-02-18,Talhão 01,Milho,40.0,29.41,22.14,206.63,6255.1
2024-02-18,Talhão 10,Soja,29.23,3.74,29.38,137.92,2124.68
2024-02-18,Talhão 01,Milho,18.69,2.05,32.98,212.81,8124.02
2024-02-18,Talhão 09,Algodão,14.26,0.0,31.62,178.9,1741.01
2024-02-18,Talhão 02,Algodão,11.85,0.0,29.07,196.49,1966.98
2024-02-18,Talhão 10,Algodão,28.74,0.0,25.26,174.6,1604.57
2024-02-18,Talhão 07,Trigo,16.96,0.0,15.88,103.28,2022.65
2024-02-18,Talhão 01,Trigo,17.15,0.0,21.76,118.75,2488.02
2024-02-18,Talhão 10,Milho,29.94,0.0,21.16,202.46,5840.78
2024-02-19,Talhão 01,Algodão,15.77,0.0,36.32,218.19,2410.74
2024-02-19,Talhão 03,Trigo,15.2,0.0,11.73,129.33,2569.03
2024-02-19,Talhão 05,Milho,32.06,0.0,22.35,202.98,6053.33
2024-02-19,Talhão 01,Trigo,18.94,0.0,20.36,85.11,2029.9
2024-02-19,Talhão 06,Trigo,22.25,0.0,19.67,111.73,2778.55
2024-02-19,Talhão 08,Soja,23.27,0.0,17.92,171.65,3096.15
2024-02-19,Talhão 01,Milho,18.36,0.0,17.18,188.33,6375.48
2024-02-19,Talhão 10,Soja,15.74,0.0,24.66,140.98,3042.15
2024-02-19,Talhão 08,Soja,23.79,3.23,32.47,139.33,2550.87
2024-02-19,Talhão 07,Soja,20.74,0.0,28.2,165.29,3176.33
2024-02-20,Talhão 02,Milho,20.21,2.54,30.69,201.52,7942.13
2024-02-20,Talhão 03,Soja,23.38,0.0,18.88,137.26,2384.1
2024-02-20,Talhão 07,Algodão,26.44,7.59,29.68,144.77,1436.48
2024-02-20,Talhão 04,Trigo,18.34,0.0,21.59,96.0,2139.73
2024-02-20,Talhão 02,Algodão,18.36,3.04,28.58,197.88,2300.0
2024-02-20,Talhão 07,Trigo,16.68,0.0,8.72,109.96,1960.55
2024-02-20,Talhão 06,Milho,14.79,10.73,22.17,192.07,5742.06
2024-02-20,Talhão 07,Milho,17.63,0.0,31.27,160.98,6408.02
2024-02-20,Talhão 04,Milho,19.57,0.0,26.87,198.11,8271.67
2024-02-20,Talhão 09,Algodão,28.77,29.33,36.54,206.93,1711.26
2024-02-21,Talhão 10,Algodão,13.17,0.0,18.31,176.07,1414.03
2024-02-21,Talhão 04,Trigo,14.72,0.0,20.93,133.08,2524.49
2024-02-21,Talhão 10,Milho,28.28,0.0,33.24,192.53,5808.71
2024-02-21,Talhão 02,Trigo,13.06,0.0,18.06,128.68,2375.95
2024-02-21,Talhão 06,Soja,25.02,0.0,21.62,115.38,1985.33
2024-02-21,Talhão 07,Milho,23.29,3.17,19.33,195.17,6934.4
2024-02-21,Talhão 08,Trigo,19.92,2.54,26.05,132.71,2667.0
2024-02-21,Talhão 05,Milho,15.52,0.0,27.45,213.55,8897.81
2024-02-21,Talhão 04,Trigo,24.58,0.0,24.02,130.03,2974.33
2024-02-21,Talhão 10,Soja,23.57,0.0,28.04,140.82,2751.88
2024-02-22,Talhão 04,Milho,15.67,0.0,36.49,198.07,6946.84
2024-02-22,Talhão 07,Milho,14.31,0.0,30.63,179.96,5721.91
2024-02-22,Talhão 03,Milho,19.86,11.18,31.81,192.49,7676.25
2024-02-22,Talhão 04,Algodão,26.65,0.0,26.1,172.47,1534.14
2024-02-22,Talhão 10,Soja,30.86,3.42,29.46,195.63,2978.9
2024-02-22,Talhão 04,Milho,16.08,0.0,18.82,192.55,6724.71
2024-02-22,Talhão 05,Algodão,22.71,0.0,34.64,160.95,1716.95
2024-02-22,Talhão 10,Algodão,18.02,0.0,32.93,198.01,2323.32
2024-02-22,Talhão 03,Milho,19.72,0.0,31.42,224.77,9030.9
2024-02-22,Talhão 05,Milho,15.29,0.46,29.42,183.06,7684.38
2024-02-23,Talhão 10,Soja,22.67,0.0,23.95,128.58,2876.91
2024-02-23,Talhão 04,Trigo,21.9,5.07,31.47,127.71,2424.46
2024-02-23,Talhão 04,Soja,19.01,0.0,24.71,157.53,3372.5
2024-02-23,Talhão 06,Trigo,28.16,9.3,24.41,137.47,2290.33
2024-02-23,Talhão 04,Milho,22.96,0.85,20.31,195.54,7085.92
2024-02-23,Talhão 03,Milho,19.64,0.0,25.18,198.33,7634.61
2024-02-23,Talhão 05,Soja,23.92,0.0,26.44,162.73,3338.81
2024-02-23,Talhão 05,Algodão,10.48,0.0,32.92,182.46,1772.33
2024-02-23,Talhão 09,Algodão,12.06,0.0,37.09,173.4,1433.82
2024-02-23,Talhão 04,Trigo,21.37,0.0,19.84,145.54,3419.02
2024-02-24,Talhão 10,Soja,11.84,0.0,20.91,126.93,2102.91
2024-02-24,Talhão 03,Soja,21.63,0.0,20.42,172.02,3439.34
2024-02-24,Talhão 09,Algodão,30.24,9.65,30.0,170.81,1496.3
2024-02-24,Talhão 05,Soja,22.08,0.0,23.19,201.09,4070.71
2024-02-24,Talhão 09,Trigo,25.54,6.43,25.09,127.6,2121.41
2024-02-24,Talhão 02,Algodão,12.37,0.0,26.63,160.68,1507.94
2024-02-24,Talhão 03,Trigo,21.07,0.78,14.48,140.21,2985.49
2024-02-24,Talhão 03,Soja,39.58,36.96,33.64,139.7,2059.51
2024-02-24,Talhão 04,Milho,20.93,0.0,31.13,180.43,7042.53
2024-02-24,Talhão 09,Algodão,25.21,0.0,26.73,201.33,1787.66
2024-02-25,Talhão 03,Soja,20.11,0.0,18.75,126.93,2200.5
2024-02-25,Talhão 08,Soja,13.22,0.0,16.03,189.86,2581.03
2024-02-25,Talhão 06,Trigo,20.66,0.0,22.0,168.89,3728.76
2024-02-25,Talhão 02,Milho,23.65,0.0,25.99,195.95,8000.88
2024-02-25,Talhão 04,Algodão,23.45,0.0,25.04,164.61,1786.3
2024-02-25,Talhão 08,Soja,14.86,0.0,20.72,167.61,2785.23
2024-02-25,Talhão 09,Milho,20.84,0.0,33.31,209.77,8204.57
2024-02-25,Talhão 10,Trigo,21.59,0.0,26.01,165.43,3355.41
2024-02-25,Talhão 04,Milho,16.94,0.0,23.17,180.34,6762.68
2024-02-25,Talhão 08,Trigo,7.34,0.0,22.18,123.74,2256.29
2024-02-26,Talhão 01,Milho,17.98,0.0,24.63,174.71,7076.81
2024-02-26,Talhão 06,Milho,21.04,0.0,32.2,194.13,7412.01
2024-02-26,Talhão 10,Algodão,26.04,0.0,31.63,185.05,1888.89
2024-02-26,Talhão 06,Milho,26.73,0.0,30.33,201.04,6574.0
2024-02-26,Talhão 03,Algodão,28.62,17.42,27.95,166.22,1650.29
2024-02-26,Talhão 10,Algodão,21.17,0.0,27.04,172.25,1939.13
2024-02-26,Talhão 03,Milho,29.08,21.5,33.15,183.42,5531.67
2024-02-26,Talhão 04,Algodão,33.57,8.16,38.48,183.51,1356.35
2024-02-26,Talhão 05,Trigo,24.1,0.0,17.56,118.17,2614.7
2024-02-26,Talhão 10,Milho,20.6,0.0,19.81,219.56,7592.51
2024-02-27,Talhão 02,Algodão,28.85,0.0,24.43,172.77,1494.81
2024-02-27,Talhão 01,Trigo,24.43,3.79,20.55,92.12,2069.2
2024-02-27,Talhão 09,Trigo,17.32,0.0,22.48,91.92,2302.88
2024-02-27,Talhão 02,Algodão,18.24,2.75,35.9,180.9,1955.13
2024-02-27,Talhão 08,Soja,23.72,0.0,31.83,137.91,2622.75
2024-02-27,Talhão 01,Algodão,20.19,0.0,26.2,168.99,2116.16
2024-02-27,Talhão 06,Soja,29.85,0.0,30.69,175.64,2719.55
2024-02-27,Talhão 08,Trigo,28.15,0.0,22.54,115.11,1939.33
2024-02-27,Talhão 06,Algodão,19.86,8.89,35.37,176.44,1976.84
2024-02-27,Talhão 01,Soja,13.21,0.0,37.85,163.58,1993.05
2024-02-28,Talhão 08,Algodão,16.88,0.0,36.02,197.59,2016.31
2024-02-28,Talhão 09,Algodão,12.97,0.0,30.3,142.8,1327.24
2024-02-28,Talhão 06,Soja,18.15,0.0,25.82,133.79,2633.97
2024-02-28,Talhão 09,Soja,20.62,0.0,28.2,132.18,2632.95
2024-02-28,Talhão 02,Trigo,25.97,0.0,9.05,119.24,1743.32
2024-02-28,Talhão 01,Trigo,15.11,0.0,21.14,143.54,3321.31
2024-02-28,Talhão 09,Trigo,15.69,0.0,14.85,112.33,2310.57
2024-02-28,Talhão 08,Algodão,9.91,0.0,24.4,166.22,1457.38
2024-02-28,Talhão 09,Trigo,22.22,12.55,22.8,114.92,2535.27
2024-02-28,Talhão 09,Algodão,23.12,0.2,35.34,226.07,2319.96
2024-02-29,Talhão 02,Algodão,27.36,12.74,32.4,192.99,1760.1
2024-02-29,Talhão 09,Milho,16.4,0.0,23.88,200.0,7914.86
2024-02-29,Talhão 05,Milho,25.52,9.69,38.06,169.19,4455.75
2024-02-29,Talhão 05,Algodão,19.14,0.0,29.14,178.5,2192.77
2024-02-29,Talhão 10,Algodão,20.23,0.0,20.11,205.81,2094.21
2024-02-29,Talhão 03,Milho,16.84,0.0,20.29,202.19,7274.84
2024-02-29,Talhão 04,Algodão,22.34,2.02,32.11,177.53,2124.07
2024-02-29,Talhão 03,Soja,16.36,0.0,24.88,133.78,2736.0
2024-02-29,Talhão 04,Algodão,33.32,19.47,28.11,168.7,1629.59
2024-02-29,Talhão 08,Milho,21.82,0.0,28.75,244.41,10233.31
2024-03-01,Talhão 10,Algodão,26.24,19.76,28.2,203.85,1795.69
2024-03-01,Talhão 08,Algodão,22.4,1.41,29.29,200.59,2504.03
2024-03-01,Talhão 08,Milho,18.16,0.0,30.77,201.46,8073.39
2024-03-01,Talhão 06,Algodão,22.01,7.96,24.4,192.06,1999.56
2024-03-01,Talhão 09,Algodão,40.0,17.69,25.7,168.14,1534.07
2024-03-01,Talhão 04,Milho,25.29,0.0,34.09,207.23,6248.27
2024-03-01,Talhão 07,Milho,18.89,0.0,32.67,201.45,7781.62
2024-03-01,Talhão 04,Algodão,17.59,3.54,25.42,169.51,2017.15
2024-03-01,Talhão 04,Soja,11.63,0.0,25.94,147.17,2338.27
2024-03-01,Talhão 07,Algodão,15.07,0.0,28.9,167.85,1765.31
2024-03-02,Talhão 05,Milho,25.46,0.0,28.44,224.83,7541.28
2024-03-02,Talhão 05,Trigo,24.39,0.0,22.16,124.05,2823.75
2024-03-02,Talhão 06,Soja,22.22,4.23,24.99,121.82,2557.2
2024-03-02,Talhão 09,Algodão,22.61,0.0,26.43,182.99,2047.85
2024-03-02,Talhão 01,Algodão,19.09,0.0,25.02,155.33,1560.59
2024-03-02,Talhão 01,Trigo,16.47,1.14,23.85,135.25,2831.23
2024-03-02,Talhão 08,Trigo,21.05,0.0,16.48,137.4,3091.95
2024-03-02,Talhão 10,Soja,19.89,0.0,26.39,154.97,3051.68
2024-03-02,Talhão 01,Trigo,23.24,0.0,17.92,111.69,2583.47
2024-03-02,Talhão 10,Algodão,14.42,0.0,30.58,166.45,1597.6
2024-03-03,Talhão 03,Milho,21.89,6.79,32.6,185.55,7129.35
2024-03-03,Talhão 02,Algodão,28.62,12.66,34.54,160.79,1309.55
2024-03-03,Talhão 02,Algodão,14.29,1.5,29.54,164.12,1312.47
2024-03-03,Talhão 10,Trigo,39.77,39.53,18.29,121.74,2443.86
2024-03-03,Talhão 02,Milho,14.76,2.16,38.68,225.09,5997.79
2024-03-03,Talhão 06,Trigo,15.25,0.0,28.74,146.28,2772.58
2024-03-03,Talhão 06,Soja,22.51,13.27,21.6,165.94,3344.65
2024-03-03,Talhão 09,Soja,17.25,0.0,27.02,149.1,3070.76
2024-03-03,Talhão 10,Algodão,22.44,0.0,24.12,185.58,2087.6
2024-03-03,Talhão 02,Algodão,17.36,0.0,28.99,151.96,1951.71
2024-03-04,Talhão 07,Milho,21.9,0.0,34.19,194.44,7207.13
2024-03-04,Talhão 10,Algodão,28.37,0.0,35.92,201.82,1693.52
2024-03-04,Talhão 01,Trigo,19.27,0.0,27.05,145.92,2813.96
2024-03-04,Talhão 06,Trigo,25.74,0.0,14.45,92.08,1587.25
2024-03-04,Talhão 06,Soja,18.71,0.06,22.32,128.77,2595.34
2024-03-04,Talhão 09,Trigo,32.31,8.07,21.6,92.2,1681.77
2024-03-04,Talhão 04,Soja,22.76,1.22,18.55,150.01,2769.69
2024-03-04,Talhão 08,Trigo,20.55,0.0,16.89,89.86,1965.81
2024-03-04,Talhão 07,Algodão,15.63,0.0,29.87,194.58,2232.04
2024-03-04,Talhão 05,Algodão,18.74,0.0,33.49,193.86,2262.16
2024-03-05,Talhão 03,Algodão,30.09,15.67,32.53,146.72,1466.88
2024-03-05,Talhão 04,Trigo,19.79,0.0,18.15,146.87,3119.09
2024-03-05,Talhão 07,Trigo,31.76,0.0,18.06,113.18,2005.86
2024-03-05,Talhão 07,Soja,28.32,0.0,24.42,148.25,2555.51
2024-03-05,Talhão 01,Trigo,22.75,0.0,20.21,142.86,3443.03
2024-03-05,Talhão 05,Trigo,19.5,0.0,16.86,92.34,1901.16
2024-03-05,Talhão 01,Milho,30.79,27.92,30.09,238.16,7752.23
2024-03-05,Talhão 04,Milho,24.32,0.0,18.7,193.01,6599.6
2024-03-05,Talhão 06,Milho,17.11,0.0,22.89,172.95,6637.04
2024-03-05,Talhão 05,Algodão,16.62,0.0,28.83,195.73,2282.07
2024-03-06,Talhão 05,Algodão,21.28,0.0,28.32,183.11,1979.13
2024-03-06,Talhão 08,Soja,30.89,13.42,27.54,128.27,1988.4
2024-03-06,Talhão 10,Trigo,20.66,0.0,26.57,131.6,2721.48
2024-03-06,Talhão 01,Trigo,29.43,8.74,25.17,103.31,1787.64
2024-03-06,Talhão 03,Algodão,28.2,0.0,36.81,138.84,1208.2
2024-03-06,Talhão 05,Trigo,17.26,0.0,22.77,117.46,2506.58
2024-03-06,Talhão 06,Milho,11.49,0.0,30.22,158.7,5159.28
2024-03-06,Talhão 06,Milho,17.27,0.0,27.85,232.87,9903.5
2024-03-06,Talhão 08,Algodão,21.89,0.0,41.95,125.91,1108.02
2024-03-06,Talhão 08,Trigo,16.95,0.0,16.42,100.3,2192.86
2024-03-07,Talhão 02,Soja,18.94,0.0,30.89,139.65,2619.5
2024-03-07,Talhão 03,Algodão,29.22,0.0,38.42,166.43,1321.33
2024-03-07,Talhão 05,Milho,25.3,0.0,28.93,202.92,6588.27
2024-03-07,Talhão 10,Algodão,25.04,0.0,24.29,165.05,1376.35
2024-03-07,Talhão 08,Milho,21.27,9.43,27.89,167.68,7140.57
2024-03-07,Talhão 03,Milho,32.02,23.67,23.23,204.51,6456.3
2024-03-07,Talhão 05,Milho,18.39,0.0,33.33,190.75,7283.36
2024-03-07,Talhão 05,Algodão,24.05,0.0,31.25,160.17,1845.3
2024-03-07,Talhão 07,Trigo,16.1,0.0,11.94,112.34,2094.78
2024-03-07,Talhão 04,Algodão,23.68,5.98,31.57,172.59,1882.71
2024-03-08,Talhão 07,Trigo,22.19,0.0,21.99,68.87,1557.16
2024-03-08,Talhão 04,Milho,22.49,2.07,23.45,187.44,6952.76
2024-03-08,Talhão 10,Milho,15.54,0.0,27.21,211.22,8708.72
2024-03-08,Talhão 05,Trigo,14.68,0.0,16.18,105.18,1748.86
2024-03-08,Talhão 06,Trigo,11.45,0.0,14.97,148.94,2633.41
2024-03-08,Talhão 05,Milho,28.33,0.0,29.47,212.88,6868.55
2024-03-08,Talhão 09,Algodão,18.14,0.0,38.15,177.09,1779.7
2024-03-08,Talhão 10,Soja,14.8,0.0,22.73,152.39,2419.0
2024-03-08,Talhão 10,Milho,14.52,0.0,29.54,233.95,7641.43
2024-03-08,Talhão 09,Trigo,20.01,0.0,18.78,114.36,2613.48
2024-03-09,Talhão 08,Trigo,12.75,12.63,20.33,146.76,2758.16
2024-03-09,Talhão 04,Trigo,23.4,11.95,8.21,104.68,1863.36
2024-03-09,Talhão 07,Soja,18.91,0.0,29.95,154.46,3095.16
2024-03-09,Talhão 07,Trigo,11.8,0.0,15.73,128.85,2299.37
2024-03-09,Talhão 02,Milho,19.58,6.38,26.04,188.05,7629.42
2024-03-09,Talhão 04,Algodão,25.78,6.64,29.12,216.27,2043.25
2024-03-09,Talhão 03,Soja,17.45,0.0,26.39,148.04,2959.55
2024-03-09,Talhão 08,Milho,18.15,0.0,18.98,205.04,7052.38
2024-03-09,Talhão 01,Trigo,28.74,22.44,8.07,141.95,1860.64
2024-03-09,Talhão 08,Milho,22.86,0.0,12.96,167.06,5025.16
2024-03-10,Talhão 03,Trigo,30.69,4.98,23.44,153.8,2634.91
2024-03-10,Talhão 06,Soja,14.37,0.0,20.72,146.81,2333.82
2024-03-10,Talhão 01,Algodão,31.85,11.39,32.62,219.09,2154.44
2024-03-10,Talhão 04,Soja,40.0,53.86,34.28,156.49,1994.5
2024-03-10,Talhão 01,Algodão,27.92,19.19,24.12,230.23,1982.35
2024-03-10,Talhão 09,Trigo,22.1,0.0,29.34,145.73,2703.95
2024-03-10,Talhão 03,Algodão,14.1,0.0,22.18,178.3,1621.92
2024-03-10,Talhão 03,Milho,26.53,2.08,25.0,183.65,5947.25
2024-03-10,Talhão 07,Trigo,20.23,0.0,26.09,139.44,2987.93
2024-03-10,Talhão 01,Soja,17.47,10.79,23.46,130.42,2666.86
2024-03-11,Talhão 09,Algodão,21.88,0.0,26.76,196.06,2530.41
2024-03-11,Talhão 04,Algodão,22.47,0.0,29.7,219.02,2687.97
2024-03-11,Talhão 07,Trigo,17.38,0.0,19.34,118.06,2518.86
